CacheEntryPosition,BatchKeyPath,ProgramName,BatchValueName,ModifiedTime
138,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,C:\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.21.10351.0_x64__8wekyb3d8bbwe\WindowsTerminal.exe,AppCompatCache,2025-02-20 07:06:15.6025067
139,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,00000009	00010015286f0000	0000000000000000	8664	Microsoft.WindowsTerminal	8wekyb3d8bbwe	,AppCompatCache,
140,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,C:\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.21.10351.0_x64__8wekyb3d8bbwe\OpenConsole.exe,AppCompatCache,2025-02-20 07:06:15.4449286
141,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,C:\Users\hans\AppData\Local\Microsoft\OneDrive\25.015.0126.0002\Microsoft.SharePoint.exe,AppCompatCache,2025-02-24 11:05:46.0952882
142,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,C:\Users\hans\AppData\Local\Microsoft\OneDrive\25.015.0126.0002\FileCoAuth.exe,AppCompatCache,2025-02-24 11:05:37.9766571
143,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,C:\Users\hans\AppData\Local\Microsoft\OneDrive\25.015.0126.0002\FileSyncConfig.exe,AppCompatCache,2025-02-24 11:05:39.0332119
144,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,C:\Program Files (x86)\Microsoft\EdgeWebView\Application\133.0.3065.82\msedgewebview2.exe,AppCompatCache,2025-02-20 23:42:32.2440166
145,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,00000009	001209c604980000	0000000000000000	8664	Microsoft.MicrosoftOfficeHub	8wekyb3d8bbwe	,AppCompatCache,
146,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,C:\Program Files\WindowsApps\Microsoft.MicrosoftOfficeHub_18.2502.1176.0_x64__8wekyb3d8bbwe\WebViewHost.exe,AppCompatCache,2025-02-20 07:07:38.1796810
147,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,00000009	0001000200020000	000a000065f40000	8664	Microsoft.VP9VideoExtensions	8wekyb3d8bbwe	,AppCompatCache,
148,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,C:\Program Files (x86)\Microsoft\Edge\Application\133.0.3065.82\identity_helper.exe,AppCompatCache,2025-02-20 23:42:44.8704443
149,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,C:\Program Files (x86)\Microsoft\Edge\Application\133.0.3065.82\elevation_service.exe,AppCompatCache,2025-02-20 23:42:18.4617238
150,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,C:\Program Files (x86)\Microsoft\EdgeWebView\Application\133.0.3065.82\Installer\setup.exe,AppCompatCache,2025-02-24 05:08:28.8455145
151,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,C:\Program Files (x86)\Microsoft\EdgeUpdate\Install\{E92C6FF6-62ED-46B0-B891-9B8C978DA221}\EDGEMITMP_6E43D.tmp\setup.exe,AppCompatCache,2025-02-24 05:10:35.8490914
152,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,C:\Program Files (x86)\Microsoft\EdgeUpdate\Install\{E92C6FF6-62ED-46B0-B891-9B8C978DA221}\MicrosoftEdge_X64_133.0.3065.82_133.0.3065.69.exe,AppCompatCache,2025-02-24 05:10:34.6824606
153,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,C:\Program Files (x86)\Microsoft\Edge\Application\133.0.3065.82\Installer\setup.exe,AppCompatCache,2025-02-24 05:08:28.8455145
154,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\SoftwareDistribution\Download\Install\AM_Base_Patch1.exe,AppCompatCache,2025-02-24 05:09:41.8020557
155,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,C:\Program Files\WindowsApps\Microsoft.XboxGamingOverlay_7.224.11211.0_x64__8wekyb3d8bbwe\GameBarFTServer.exe,AppCompatCache,2025-02-20 07:00:50.1743646
156,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,C:\Program Files\WindowsApps\Microsoft.XboxGamingOverlay_7.224.11211.0_x64__8wekyb3d8bbwe\Application,AppCompatCache,2025-02-20 07:00:53.1687613
157,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,00000009	000700e02bcb0000	0000000000000000	8664	Microsoft.XboxGamingOverlay	8wekyb3d8bbwe	,AppCompatCache,
158,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,C:\Program Files (x86)\Microsoft\EdgeUpdate\Install\{AE6CEDC4-4CA4-4991-9F99-1355CD20804A}\EDGEMITMP_AAE16.tmp\setup.exe,AppCompatCache,2025-02-24 05:08:28.8455145
159,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,C:\Program Files (x86)\Microsoft\EdgeUpdate\Install\{AE6CEDC4-4CA4-4991-9F99-1355CD20804A}\MicrosoftEdge_X64_133.0.3065.82_133.0.3065.69.exe,AppCompatCache,2025-02-24 05:08:27.8139261
160,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\system32\WerFaultSecure.exe,AppCompatCache,2023-10-01 06:48:57.5084100
161,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,00000009	000b096900190000	000a000055f00000	8664	Microsoft.ScreenSketch	8wekyb3d8bbwe	,AppCompatCache,
162,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,00000000	0002a41723290000	000a000047ba0000	8664	Microsoft.UI.Xaml.2.4	8wekyb3d8bbwe	,AppCompatCache,
163,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe,AppCompatCache,2023-10-01 06:43:19.8145363
164,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\system32\cleanmgr.exe,AppCompatCache,2025-02-20 06:58:38.4452836
165,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe,AppCompatCache,2023-10-01 06:43:19.8145363
166,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe,AppCompatCache,2023-10-01 06:43:19.1895434
167,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\Microsoft.NET\Framework64\v4.0.30319\ngen.exe,AppCompatCache,2023-10-01 06:43:19.1895434
168,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\Microsoft.NET\Framework64\v4.0.30319\NGenTask.exe,AppCompatCache,2022-05-07 05:20:29.4416674
169,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\Microsoft.NET\Framework\v4.0.30319\NGenTask.exe,AppCompatCache,2022-05-07 05:20:25.9882992
170,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\System32\sdiagnhost.exe,AppCompatCache,2023-10-01 06:50:37.0323399
171,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\system32\disksnapshot.exe,AppCompatCache,2022-05-07 05:19:23.8464768
172,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\system32\tzsync.exe,AppCompatCache,2023-10-01 06:48:02.0498887
173,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\system32\la57setup.exe,AppCompatCache,2022-05-07 05:19:38.6920001
174,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\system32\dstokenclean.exe,AppCompatCache,2022-05-07 05:19:17.6882361
175,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\system32\UCPDMgr.exe,AppCompatCache,2025-02-20 06:55:37.1746434
176,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\system32\defrag.exe,AppCompatCache,2022-05-07 05:20:03.9984893
177,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\system32\speech_onecore\common\SpeechModelDownload.exe,AppCompatCache,2023-10-01 06:48:37.5377641
178,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,C:\Program Files\WindowsApps\Microsoft.WindowsFeedbackHub_1.2411.17101.0_x64__8wekyb3d8bbwe\Application,AppCompatCache,2025-02-20 07:08:07.5301310
179,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,00000009	0001096b42cd0000	0000000000000000	8664	Microsoft.WindowsFeedbackHub	8wekyb3d8bbwe	,AppCompatCache,
180,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,00000009	0001096b42cd0000	000a000055f00000	8664	Microsoft.WindowsFeedbackHub	8wekyb3d8bbwe	,AppCompatCache,
181,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,00000009	0002000200090000	000a0000585d0000	8664	Microsoft.HEVCVideoExtension	8wekyb3d8bbwe	,AppCompatCache,
182,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,00000009	07e909c500010000	000a000055f00000	8664	Microsoft.WindowsCamera	8wekyb3d8bbwe	,AppCompatCache,
183,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,00000009	07e82b7013920000	000a0000585d0000	8664	Microsoft.Windows.Photos	8wekyb3d8bbwe	,AppCompatCache,
184,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,00000009	001209c604980000	000a000065f40000	8664	Microsoft.MicrosoftOfficeHub	8wekyb3d8bbwe	,AppCompatCache,
185,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,00000009	000a5e2f274d0000	000a00004bc80000	8664	Microsoft.ZuneVideo	8wekyb3d8bbwe	,AppCompatCache,
186,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,00000009	000a61b3274d0000	000a00004bc80000	8664	Microsoft.ZuneVideo	8wekyb3d8bbwe	,AppCompatCache,
187,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,00000009	57e5057900040000	000a0000585d0000	8664	Microsoft.WindowsStore	8wekyb3d8bbwe	,AppCompatCache,
188,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,C:\Program Files\WindowsApps\Microsoft.WindowsStore_22501.1401.4.0_x64__8wekyb3d8bbwe\Application,AppCompatCache,2025-02-20 07:07:17.1124166
189,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,00000009	57e5057900040000	0000000000000000	8664	Microsoft.WindowsStore	8wekyb3d8bbwe	,AppCompatCache,
190,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,00000009	57e5057900040000	000a000065f40000	8664	Microsoft.WindowsStore	8wekyb3d8bbwe	,AppCompatCache,
191,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,C:\Program Files\WindowsApps\Microsoft.YourPhone_0.25011.56.0_x64__8wekyb3d8bbwe\Application,AppCompatCache,2025-02-20 07:06:53.5893865
192,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,00000009	000061b300380000	0000000000000000	8664	Microsoft.YourPhone	8wekyb3d8bbwe	,AppCompatCache,
193,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\SoftwareDistribution\Download\f7cc17caa467f0c3b07f11c47d32f169\unifiedinstaller.exe,AppCompatCache,2025-02-04 12:36:47.0535665
194,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,C:\Program Files\WindowsApps\microsoft.windowscommunicationsapps_16005.14326.22301.0_x64__8wekyb3d8bbwe\Application,AppCompatCache,2025-02-20 07:06:50.6574205
195,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,00000009	3e8537f6571d0000	0000000000000000	8664	microsoft.windowscommunicationsapps	8wekyb3d8bbwe	,AppCompatCache,
196,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,00000009	1770019109300000	000c000000000000	8664	Microsoft.WindowsAppRuntime.1.6	8wekyb3d8bbwe	,AppCompatCache,
197,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,00000009	3e8537f6571d0000	000a00004c610000	8664	microsoft.windowscommunicationsapps	8wekyb3d8bbwe	,AppCompatCache,
198,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,00000000	1770019109300000	000c000000000000	8664	Microsoft.WindowsAppRuntime.1.6	8wekyb3d8bbwe	,AppCompatCache,
199,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,00000009	09c503e900030000	000a00004a610000	8664	Microsoft.GamingApp	8wekyb3d8bbwe	,AppCompatCache,
200,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,00000009	000061b300380000	000a0000585d0000	8664	Microsoft.YourPhone	8wekyb3d8bbwe	,AppCompatCache,
201,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,00000009	03e86c3703ee0000	000a000055f00001	8664	Microsoft.SecHealthUI	8wekyb3d8bbwe	,AppCompatCache,
202,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,\\?\C:\Windows\System32\SecurityHealth\10.0.27703.1006-0\SecurityHealthHost.exe,AppCompatCache,2025-02-20 07:05:44.8659640
203,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,00000009	00010015286f0000	000a0000585d0000	8664	Microsoft.WindowsTerminal	8wekyb3d8bbwe	,AppCompatCache,
204,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\system32\MRT.exe,AppCompatCache,2025-02-24 13:17:56.0441629
205,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\SoftwareDistribution\Download\Install\Windows-KB890830-x64-V5.131.exe,AppCompatCache,2025-02-04 12:37:17.7073292
206,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,00000009	0001000000cd0000	000a0000585d0000	8664	Microsoft.WindowsAlarms	8wekyb3d8bbwe	,AppCompatCache,
207,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,\\?\C:\Windows\System32\SecurityHealth\SecurityHealthSetup.exe,AppCompatCache,2025-02-04 12:36:21.4938001
208,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\SoftwareDistribution\Download\Install\SecurityHealthSetup.exe,AppCompatCache,2025-02-04 12:36:21.4938001
209,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,00000009	0004090403ed0000	000a00004a610000	8664	Microsoft.549981C3F5F10	8wekyb3d8bbwe	,AppCompatCache,
210,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,00000009	000000721bd20000	000a00004a610000	8664	Microsoft.Todos	8wekyb3d8bbwe	,AppCompatCache,
211,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,00000009	000a000059e40000	000a000028000000	8664	Microsoft.Services.Store.Engagement	8wekyb3d8bbwe	,AppCompatCache,
212,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,00000009	000400152f4e0000	000a00004a610000	8664	Microsoft.MicrosoftSolitaireCollection	8wekyb3d8bbwe	,AppCompatCache,
213,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,00000000	000a000059e40000	000a000028000000	8664	Microsoft.Services.Store.Engagement	8wekyb3d8bbwe	,AppCompatCache,
214,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,00000009	00040036f61f0000	000a00004a610000	8664	Microsoft.BingWeather	8wekyb3d8bbwe	,AppCompatCache,
215,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,00000009	000b096a00150000	000a000055f00000	8664	Microsoft.WindowsNotepad	8wekyb3d8bbwe	,AppCompatCache,
216,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,00000009	0001000000500000	000a000055f00000	8664	Microsoft.WindowsSoundRecorder	8wekyb3d8bbwe	,AppCompatCache,
217,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,00000009	000b096b00010000	000a000055f00000	8664	Microsoft.WindowsCalculator	8wekyb3d8bbwe	,AppCompatCache,
218,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,00000009	000700e02bcb0000	000a000055f00000	8664	Microsoft.XboxGamingOverlay	8wekyb3d8bbwe	,AppCompatCache,
219,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,00000009	0001000000400000	000a000055f00000	8664	Microsoft.WindowsMaps	8wekyb3d8bbwe	,AppCompatCache,
220,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,00000000	0007096923290000	000a000047ba0000	8664	Microsoft.UI.Xaml.2.7	8wekyb3d8bbwe	,AppCompatCache,
221,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,00000009	0007096923290000	000a000047ba0000	8664	Microsoft.UI.Xaml.2.7	8wekyb3d8bbwe	,AppCompatCache,
222,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,C:\Users\hans\AppData\Local\Temp\{5453480A-9A5A-4447-A627-45BBC8D395AA}\.be\dotnet-runtime-9.0.2-win-x64.exe,AppCompatCache,2025-02-20 06:54:15.7751393
223,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,C:\Users\hans\AppData\Local\Temp\{34734A09-6A55-48A9-B356-2D492C136C8A}\.cr\dotnet-runtime-9.0.2-win-x64.exe,AppCompatCache,2025-02-20 06:54:13.6512474
224,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,C:\Users\hans\Downloads\dotnet-runtime-9.0.2-win-x64.exe,AppCompatCache,2025-02-20 06:54:10.9607454
225,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.13_3.13.752.0_x64__qbz5n2kfra8p0\pip3.13.exe,AppCompatCache,2025-02-20 06:45:35.0403090
226,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,c:\Users\hans\AppData\Local\Programs\Microsoft VS Code\resources\app\node_modules\@vscode\ripgrep\bin\rg.exe,AppCompatCache,2025-03-05 05:00:14.0000000
227,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,00000009	0003000d02f00000	0000000000000000	8664	PythonSoftwareFoundation.Python.3.13	qbz5n2kfra8p0	,AppCompatCache,
228,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.13_3.13.752.0_x64__qbz5n2kfra8p0\python3.13.exe,AppCompatCache,2025-02-20 06:45:35.0563509
229,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,00000009	0003000d02f00000	000a000055f00000	8664	PythonSoftwareFoundation.Python.3.13	qbz5n2kfra8p0	,AppCompatCache,
230,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\winsxs\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.22621.4740_none_e928b4ac42f6002b\TiWorker.exe,AppCompatCache,2024-12-10 04:52:33.0000000
231,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,00000009	000a096959a70000	000a0000585d0000	8664	Microsoft.GetHelp	8wekyb3d8bbwe	,AppCompatCache,
232,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,00000009	0001001862700000	000a0000585d0000	8664	Microsoft.DesktopAppInstaller	8wekyb3d8bbwe	,AppCompatCache,
233,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,00000000	0fa0051d08080000	000c000000000000	8664	Microsoft.WindowsAppRuntime.1.4	8wekyb3d8bbwe	,AppCompatCache,
234,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,00000009	0004000017d80000	000a00004a430000	8664	Microsoft.MicrosoftStickyNotes	8wekyb3d8bbwe	,AppCompatCache,
235,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,00000009	0fa0051d08080000	000c000000000000	8664	Microsoft.WindowsAppRuntime.1.4	8wekyb3d8bbwe	,AppCompatCache,
236,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,00000009	000c007303e90000	000a000045630000	8664	Microsoft.XboxIdentityProvider	8wekyb3d8bbwe	,AppCompatCache,
237,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,00000009	00010001050f0000	000a0000585d0000	8664	Microsoft.WebMediaExtensions	8wekyb3d8bbwe	,AppCompatCache,
238,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,00000009	0001001827110000	000a00003fab0000	8664	Microsoft.Xbox.TCUI	8wekyb3d8bbwe	,AppCompatCache,
239,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,00000009	000a090800010000	000a00004a610000	8664	Microsoft.Getstarted	8wekyb3d8bbwe	,AppCompatCache,
240,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,00000009	000809c579190000	000a000047ba0000	8664	Microsoft.UI.Xaml.2.8	8wekyb3d8bbwe	,AppCompatCache,
241,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,00000000	000809c579190000	000a000047ba0000	8664	Microsoft.UI.Xaml.2.8	8wekyb3d8bbwe	,AppCompatCache,
242,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,00000009	00040037f3170000	000a00004a610000	8664	Microsoft.BingNews	8wekyb3d8bbwe	,AppCompatCache,
243,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,00000009	000a089a00640000	000a000045630000	8664	Microsoft.People	8wekyb3d8bbwe	,AppCompatCache,
244,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,C:\Program Files\WindowsApps\Microsoft.XboxGameOverlay_1.54.4001.0_x64__8wekyb3d8bbwe\Application,AppCompatCache,2025-02-20 06:43:26.0702917
245,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,00000009	000100360fa10000	0000000000000000	8664	Microsoft.XboxGameOverlay	8wekyb3d8bbwe	,AppCompatCache,
246,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,C:\$WinREAgent\Scratch\A596581B-63C2-490F-83E2-17AB0FB86435\dismhost.exe,AppCompatCache,2022-05-07 05:27:33.6570801
247,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,00000009	000100360fa10000	000a000042ee0000	8664	Microsoft.XboxGameOverlay	8wekyb3d8bbwe	,AppCompatCache,
248,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\SYSTEM32\wimserv.exe,AppCompatCache,2023-10-01 06:49:02.9931089
249,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,\\?\C:\Windows\system32\conhost.exe,AppCompatCache,2025-02-20 06:56:52.9648412
250,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,C:\Program Files\WindowsApps\Microsoft.DesktopAppInstaller_1.17.10691.0_x64__8wekyb3d8bbwe\AppInstallerPythonRedirector.exe,AppCompatCache,2022-05-07 08:07:01.6804693
251,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,c:\Users\hans\AppData\Local\Programs\Microsoft VS Code\resources\app\node_modules\@vscode\vsce-sign\bin\vsce-sign.exe,AppCompatCache,2025-02-13 08:47:34.0000000
252,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,c:\Users\hans\AppData\Local\Programs\Microsoft VS Code\bin\code-tunnel.exe,AppCompatCache,2025-03-05 05:00:30.0000000
253,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\System32\wsl.exe,AppCompatCache,2025-02-20 06:59:08.9615970
254,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,C:\Users\hans\AppData\Local\Programs\Microsoft VS Code\Code.exe,AppCompatCache,2025-03-05 05:00:46.0000000
255,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\system32\icacls.exe,AppCompatCache,2022-05-07 05:20:02.6210545
256,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\System32\conhost.exe,AppCompatCache,2025-02-20 06:56:52.9648412
257,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,AppCompatCache,2025-02-20 06:58:54.6957899
258,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\SysWOW64\WindowsPowerShell\v1.0\powershell.exe,AppCompatCache,2023-10-01 06:50:52.2839438
259,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,C:\Users\hans\AppData\Local\Temp\is-UVBOF.tmp\VSCodeUserSetup-x64-1.97.2.tmp,AppCompatCache,2025-02-19 08:20:52.9974559
260,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,C:\Users\hans\Downloads\VSCodeUserSetup-x64-1.97.2.exe,AppCompatCache,2025-02-20 06:09:26.3167217
261,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,00000009	0001001129c30000	0000000000000000	8664	Microsoft.DesktopAppInstaller	8wekyb3d8bbwe	,AppCompatCache,
262,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,C:\Program Files\WindowsApps\Microsoft.DesktopAppInstaller_1.17.10691.0_x64__8wekyb3d8bbwe\WindowsPackageManagerServer.exe,AppCompatCache,2022-05-07 08:07:02.0894488
263,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,C:\Program Files (x86)\Microsoft\Edge\Application\133.0.3065.69\identity_helper.exe,AppCompatCache,2025-02-14 16:54:47.0379006
264,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,C:\Program Files (x86)\Microsoft\Edge\Application\133.0.3065.69\elevation_service.exe,AppCompatCache,2025-02-14 16:55:01.6644143
265,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,C:\Program Files\7-Zip\7zFM.exe,AppCompatCache,2024-11-29 18:00:00.0000000
266,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,C:\Program Files\WindowsApps\Microsoft.XboxGamingOverlay_2.622.3232.0_x64__8wekyb3d8bbwe\Application,AppCompatCache,2025-02-04 08:36:13.5567740
267,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,00000009	0002026e0ca00000	0000000000000000	8664	Microsoft.XboxGamingOverlay	8wekyb3d8bbwe	,AppCompatCache,
268,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,00000009	0002026e0ca00000	000a00004a610000	8664	Microsoft.XboxGamingOverlay	8wekyb3d8bbwe	,AppCompatCache,
269,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,C:\Program Files (x86)\Microsoft\EdgeWebView\Application\133.0.3065.69\msedgewebview2.exe,AppCompatCache,2025-02-14 16:55:12.5718591
270,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,00000009	0001000600020000	0000000000000000	8664	Microsoft.WidgetsPlatformRuntime	8wekyb3d8bbwe	,AppCompatCache,
271,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,C:\Program Files\WindowsApps\Microsoft.WidgetsPlatformRuntime_1.6.2.0_x64__8wekyb3d8bbwe\WidgetService\WidgetService.exe,AppCompatCache,2025-02-19 08:11:40.3164287
272,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,C:\Users\hans\AppData\Local\Microsoft\OneDrive\OneDriveStandaloneUpdater.exe,AppCompatCache,2025-03-09 05:54:32.4677748
273,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,C:\Users\hans\Downloads\EvtxECmd\EvtxeCmd\EvtxECmd.exe,AppCompatCache,2025-01-12 20:17:07.0902852
274,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,C:\Program Files\7-Zip\7zG.exe,AppCompatCache,2024-11-29 18:00:00.0000000
275,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,C:\Users\hans\Downloads\7z2409-x64.exe,AppCompatCache,2025-02-18 05:10:15.5903375
276,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,00000009	578c0579000f0000	000a0000585d0000	8664	Microsoft.WindowsStore	8wekyb3d8bbwe	,AppCompatCache,
277,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,C:\Program Files\WindowsApps\Microsoft.WindowsStore_22412.1401.15.0_x64__8wekyb3d8bbwe\Application,AppCompatCache,2025-02-04 08:41:28.0257612
278,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,00000009	578c0579000f0000	0000000000000000	8664	Microsoft.WindowsStore	8wekyb3d8bbwe	,AppCompatCache,
279,ROOT\ControlSet001\Control\Session Manager\AppCompatCache,C:\Windows\SoftwareDistribution\Download\Install\AM_Delta.exe,AppCompatCache,2025-03-09 05:54:47.1512559
