Name,BatchKeyPath,Description,BatchValueName,DisplayName,StartMode,ServiceType,NameKeyLastWrite,ParametersKeyLastWrite,Group,ImagePath,ServiceDLL,RequiredPrivileges
.NET CLR Data,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\services,,None,,Disabled,Adapter,2009-07-14 04:49:01.5835883,,,,,
.NET CLR Networking,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\services,,None,,Disabled,Adapter,2009-07-14 04:49:01.5835883,,,,,
.NET CLR Networking 4.0.0.0,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\services,,None,,Disabled,Adapter,2025-03-10 06:02:52.1801362,,,,,
.NET Data Provider for Oracle,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\services,,None,,Disabled,Adapter,2009-07-14 04:49:01.5835883,,,,,
.NET Data Provider for SqlServer,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\services,,None,,Disabled,Adapter,2009-07-14 04:49:01.5835883,,,,,
.NET Memory Cache 4.0,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\services,,None,,Disabled,Adapter,2025-03-10 06:02:52.2141382,,,,,
.NETFramework,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\services,,None,,Disabled,Adapter,2009-07-14 04:49:01.5835883,,,,,
1394ohci,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\services,,None,1394 OHCI Compliant Host Controller,Manual,KernelDriver,2010-11-21 03:29:32.8362940,,,\SystemRoot\system32\drivers\1394ohci.sys,,
ACPI,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\services,,None,Microsoft ACPI Driver,Boot,KernelDriver,2025-03-10 05:59:07.5468000,2009-07-14 04:49:01.5835883,Boot Bus Extender,system32\drivers\ACPI.sys,,
AcpiPmi,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\services,,None,ACPI Power Meter Driver,Manual,KernelDriver,2010-11-21 03:29:32.8362940,,,\SystemRoot\system32\drivers\acpipmi.sys,,
adp94xx,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\services,,None,,Manual,KernelDriver,2025-02-05 01:01:10.0092413,2009-07-14 04:49:01.5835883,SCSI Miniport,\SystemRoot\system32\drivers\adp94xx.sys,,
adpahci,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\services,,None,,Manual,KernelDriver,2025-02-05 01:01:10.0248413,2009-07-14 04:49:01.5835883,SCSI Miniport,\SystemRoot\system32\drivers\adpahci.sys,,
adpu320,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\services,,None,,Manual,KernelDriver,2025-02-05 01:01:10.0092413,2009-07-14 04:49:01.5835883,SCSI Miniport,\SystemRoot\system32\drivers\adpu320.sys,,
adsi,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\services,,None,,Disabled,Adapter,2009-07-14 04:49:01.5835883,,,,,
AeLookupSvc,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\services,"@%SystemRoot%\system32\aelupsvc.dll,-2",None,"@%SystemRoot%\system32\aelupsvc.dll,-1",Manual,Win32ShareProcess,2009-07-14 04:49:01.5835883,2009-07-14 04:49:01.5835883,,%systemroot%\system32\svchost.exe -k netsvcs,%SystemRoot%\System32\aelupsvc.dll,SeTcbPrivilege SeImpersonatePrivilege
AFD,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\services,"@%systemroot%\system32\drivers\afd.sys,-1000",None,"@%systemroot%\system32\drivers\afd.sys,-1000",System,KernelDriver,2025-03-10 05:59:07.5312000,2009-07-14 04:49:01.5835883,PNP_TDI,\SystemRoot\system32\drivers\afd.sys,,
agp440,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\services,,None,Intel AGP Bus Filter,Manual,KernelDriver,2010-11-21 03:29:32.8362940,,PnP Filter,\SystemRoot\system32\drivers\agp440.sys,,
ALG,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\services,"@%SystemRoot%\system32\Alg.exe,-113",None,"@%SystemRoot%\system32\Alg.exe,-112",Manual,Win32OwnProcess,2009-07-14 04:49:01.5835883,,,%SystemRoot%\System32\alg.exe,,SeChangeNotifyPrivilege SeCreateGlobalPrivilege SeImpersonatePrivilege
aliide,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\services,,None,,Manual,KernelDriver,2025-02-05 01:01:10.0404414,,System Bus Extender,\SystemRoot\system32\drivers\aliide.sys,,
amdide,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\services,,None,,Manual,KernelDriver,2025-02-05 01:01:10.0716414,,System Bus Extender,\SystemRoot\system32\drivers\amdide.sys,,
AmdK8,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\services,,None,AMD K8 Processor Driver,Manual,KernelDriver,2010-11-21 03:58:19.2215512,,Extended Base,\SystemRoot\system32\drivers\amdk8.sys,,
AmdPPM,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\services,,None,AMD Processor Driver,Manual,KernelDriver,2010-11-21 03:58:19.2839513,,Extended Base,\SystemRoot\system32\drivers\amdppm.sys,,
amdsata,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\services,,None,,Manual,KernelDriver,2025-02-05 01:01:10.0872414,2010-11-21 03:29:32.8362940,SCSI miniport,\SystemRoot\system32\drivers\amdsata.sys,,
amdsbs,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\services,,None,,Manual,KernelDriver,2025-02-05 01:01:10.0872414,2009-07-14 04:49:01.5835883,SCSI Miniport,\SystemRoot\system32\drivers\amdsbs.sys,,
amdxata,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\services,,None,,Boot,KernelDriver,2010-11-21 03:29:32.8362940,,SCSI miniport,system32\drivers\amdxata.sys,,
AppID,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\services,"@%systemroot%\system32\appidsvc.dll,-103",None,"@%systemroot%\system32\appidsvc.dll,-102",Manual,KernelDriver,2009-07-14 04:49:01.5835883,2009-07-14 04:54:39.3189472,,\SystemRoot\system32\drivers\appid.sys,,
AppIDSvc,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\services,"@%systemroot%\system32\appidsvc.dll,-101",None,"@%systemroot%\system32\appidsvc.dll,-100",Manual,Win32ShareProcess,2009-07-14 04:49:01.5835883,2009-07-14 04:49:01.5835883,ProfSvc_Group,%SystemRoot%\system32\svchost.exe -k LocalServiceAndNoImpersonation,%SystemRoot%\System32\appidsvc.dll,SeChangeNotifyPrivilege
Appinfo,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\services,"@%systemroot%\system32\appinfo.dll,-101",None,"@%systemroot%\system32\appinfo.dll,-100",Manual,Win32ShareProcess,2009-07-14 04:49:01.5835883,2009-07-14 04:49:01.5835883,,%SystemRoot%\system32\svchost.exe -k netsvcs,%SystemRoot%\System32\appinfo.dll,SeAssignPrimaryTokenPrivilege SeIncreaseQuotaPrivilege SeTcbPrivilege SeBackupPrivilege SeRestorePrivilege SeDebugPrivilege SeAuditPrivilege SeChangeNotifyPrivilege SeImpersonatePrivilege
AppMgmt,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\services,"@appmgmts.dll,-3251",None,"@appmgmts.dll,-3250",Manual,Win32ShareProcess,2011-04-12 08:28:48.0268043,2011-04-12 08:28:45.9796542,,%SystemRoot%\system32\svchost.exe -k netsvcs,%SystemRoot%\System32\appmgmts.dll,SeCreateGlobalPrivilege SeImpersonatePrivilege SeIncreaseQuotaPrivilege SeShutdownPrivilege SeTakeOwnershipPrivilege
arc,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\services,,None,,Manual,KernelDriver,2025-02-05 01:01:10.0092413,2009-07-14 04:49:01.5835883,SCSI Miniport,\SystemRoot\system32\drivers\arc.sys,,
arcsas,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\services,,None,,Manual,KernelDriver,2025-02-05 01:01:10.0092413,2009-07-14 04:49:01.5835883,SCSI miniport,\SystemRoot\system32\drivers\arcsas.sys,,
ASP.NET,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\services,,None,,Disabled,Adapter,2025-03-10 06:02:56.1073608,,,,,
ASP.NET_4.0.30319,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\services,,None,,Disabled,Adapter,2025-03-10 06:02:55.6993375,,,,,
aspnet_state,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\services,"Provides support for out-of-process session states for ASP.NET. If this service is stopped, out-of-process requests will not be processed. If this service is disabled, any services that explicitly depend on it will fail to start.",None,ASP.NET State Service,Disabled,Win32OwnProcess,2025-03-10 06:02:55.6863368,2025-03-10 06:02:55.6273334,,%SystemRoot%\Microsoft.NET\Framework64\v4.0.30319\aspnet_state.exe,,
AsyncMac,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\services,"@%systemroot%\system32\rascfg.dll,-32000",None,"@%systemroot%\system32\rascfg.dll,-32000",Manual,KernelDriver,2025-02-04 09:03:01.6358192,,,system32\DRIVERS\asyncmac.sys,,
atapi,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\services,,None,IDE Channel,Boot,KernelDriver,2025-03-10 05:59:09.4656034,,SCSI Miniport,system32\drivers\atapi.sys,,
AudioEndpointBuilder,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\services,"@%SystemRoot%\System32\audiosrv.dll,-205",None,"@%SystemRoot%\system32\audiosrv.dll,-204",Automatic,Win32ShareProcess,2009-07-14 04:49:01.5835883,2009-07-14 04:49:01.5835883,AudioGroup,%SystemRoot%\System32\svchost.exe -k LocalSystemNetworkRestricted,%SystemRoot%\System32\Audiosrv.dll,SeChangeNotifyPrivilege
AudioSrv,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\services,"@%SystemRoot%\System32\audiosrv.dll,-201",None,"@%SystemRoot%\system32\audiosrv.dll,-200",Automatic,Win32ShareProcess,2009-07-14 04:49:01.5835883,2009-07-14 04:49:01.5835883,AudioGroup,%SystemRoot%\System32\svchost.exe -k LocalServiceNetworkRestricted,%SystemRoot%\System32\Audiosrv.dll,SeChangeNotifyPrivilege SeImpersonatePrivilege SeIncreaseWorkingSetPrivilege
AxInstSV,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\services,"@%SystemRoot%\system32\AxInstSV.dll,-104",None,"@%SystemRoot%\system32\AxInstSV.dll,-103",Manual,Win32ShareProcess,2009-07-14 04:49:01.5835883,2009-07-14 04:49:01.5835883,,%SystemRoot%\system32\svchost.exe -k AxInstSVGroup,%SystemRoot%\System32\AxInstSV.dll,SeAssignPrimaryTokenPrivilege SeIncreaseQuotaPrivilege SeTcbPrivilege SeBackupPrivilege SeRestorePrivilege SeAuditPrivilege SeChangeNotifyPrivilege SeImpersonatePrivilege
b06bdrv,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\services,,None,Broadcom NetXtreme II VBD,Manual,KernelDriver,2010-11-21 03:58:21.9983561,,base,\SystemRoot\system32\drivers\bxvbda.sys,,
b57nd60a,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\services,,None,Broadcom NetXtreme Gigabit Ethernet - NDIS 6.0,Manual,KernelDriver,2010-11-21 03:46:56.7340004,,NDIS,system32\DRIVERS\b57nd60a.sys,,
BattC,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\services,,None,,Disabled,Adapter,2009-07-14 04:49:01.5835883,,,,,
BDESVC,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\services,"@%SystemRoot%\system32\bdesvc.dll,-101",None,"@%SystemRoot%\system32\bdesvc.dll,-100",Manual,Win32ShareProcess,2009-07-14 04:49:01.5835883,2009-07-14 05:34:12.9031178,,%SystemRoot%\System32\svchost.exe -k netsvcs,%SystemRoot%\System32\bdesvc.dll,SeChangeNotifyPrivilege SeImpersonatePrivilege
Beep,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\services,,None,Beep,System,KernelDriver,2025-03-10 05:59:07.5312000,,Base,,,
BFE,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\services,"@%SystemRoot%\system32\bfe.dll,-1002",None,"@%SystemRoot%\system32\bfe.dll,-1001",Automatic,Win32ShareProcess,2009-07-14 04:49:01.5835883,2009-07-14 04:49:01.5835883,NetworkProvider,%systemroot%\system32\svchost.exe -k LocalServiceNoNetwork,%SystemRoot%\System32\bfe.dll,SeAuditPrivilege
BITS,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\services,"@%SystemRoot%\system32\qmgr.dll,-1001",None,"@%SystemRoot%\system32\qmgr.dll,-1000",Automatic,Win32ShareProcess,2025-03-10 05:12:58.4167118,2009-07-14 04:49:18.8684186,,%SystemRoot%\System32\svchost.exe -k netsvcs,%SystemRoot%\System32\qmgr.dll,SeCreateGlobalPrivilege SeImpersonatePrivilege SeTcbPrivilege SeAssignPrimaryTokenPrivilege SeIncreaseQuotaPrivilege
blbdrive,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\services,,None,,System,KernelDriver,2025-03-10 05:59:07.5312000,,,system32\DRIVERS\blbdrive.sys,,
bowser,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\services,"@%systemroot%\system32\browser.dll,-103",None,"@%systemroot%\system32\browser.dll,-102",Manual,FileSystemDriver,2025-03-10 05:59:07.5312000,,Network,system32\DRIVERS\bowser.sys,,
BrFiltLo,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\services,,None,Brother USB Mass-Storage Lower Filter Driver,Manual,KernelDriver,2010-11-21 03:58:06.2423284,2009-07-14 04:49:01.5835883,extended base,\SystemRoot\system32\drivers\BrFiltLo.sys,,
BrFiltUp,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\services,,None,Brother USB Mass-Storage Upper Filter Driver,Manual,KernelDriver,2010-11-21 03:58:06.2423284,,extended base,\SystemRoot\system32\drivers\BrFiltUp.sys,,
Browser,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\services,"@%systemroot%\system32\browser.dll,-101",None,"@%systemroot%\system32\browser.dll,-100",Manual,Win32ShareProcess,2009-07-14 04:49:01.5835883,2009-07-14 04:49:01.5835883,NetworkProvider,%SystemRoot%\System32\svchost.exe -k netsvcs,%SystemRoot%\System32\browser.dll,
Brserid,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\services,,None,Brother MFC Serial Port Interface Driver (WDM),Manual,KernelDriver,2009-07-14 04:49:01.5835883,,,\SystemRoot\System32\Drivers\Brserid.sys,,
BrSerWdm,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\services,,None,Brother WDM Serial driver,Manual,KernelDriver,2009-07-14 04:49:01.5835883,,,\SystemRoot\System32\Drivers\BrSerWdm.sys,,
BrUsbMdm,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\services,,None,Brother MFC USB Fax Only Modem,Manual,KernelDriver,2009-07-14 04:49:01.5835883,,,\SystemRoot\System32\Drivers\BrUsbMdm.sys,,
BrUsbSer,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\services,,None,Brother MFC USB Serial WDM Driver,Manual,KernelDriver,2009-07-14 04:49:01.5835883,,,\SystemRoot\System32\Drivers\BrUsbSer.sys,,
BTHMODEM,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\services,,None,Bluetooth Serial Communications Driver,Manual,KernelDriver,2010-11-21 03:58:24.0731598,,,\SystemRoot\system32\drivers\bthmodem.sys,,
BTHPORT,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\services,,None,,Disabled,Adapter,2009-07-14 04:49:01.5835883,2009-07-14 04:49:01.5835883,,,,
bthserv,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\services,"@%SystemRoot%\System32\bthserv.dll,-102",None,"@%SystemRoot%\System32\bthserv.dll,-101",Manual,Win32ShareProcess,2009-07-14 04:49:01.5835883,2009-07-14 04:49:01.5835883,,%SystemRoot%\system32\svchost.exe -k bthsvcs,%SystemRoot%\system32\bthserv.dll,SeChangeNotifyPrivilege SeCreateGlobalPrivilege SeImpersonatePrivilege
cdfs,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\services,ISO9660/Joliet File System Reader for CD/DVDs. (Core) (All pieces),None,CD/DVD File System Reader,Disabled,FileSystemDriver,2010-11-21 03:46:56.5624001,,Boot File System,system32\DRIVERS\cdfs.sys,,
cdrom,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\services,,None,CD-ROM Driver,System,KernelDriver,2025-03-10 05:59:12.2112082,2009-07-14 04:49:01.5835883,SCSI CDROM Class,system32\DRIVERS\cdrom.sys,,
CertPropSvc,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\services,"@%SystemRoot%\System32\certprop.dll,-12",None,"@%SystemRoot%\System32\certprop.dll,-11",Manual,Win32ShareProcess,2009-07-14 04:49:01.5835883,2009-07-14 04:49:01.5835883,,%SystemRoot%\system32\svchost.exe -k netsvcs,%SystemRoot%\System32\certprop.dll,SeCreateGlobalPrivilege SeTcbPrivilege SeChangeNotifyPrivilege SeImpersonatePrivilege SeTakeOwnershipPrivilege SeSecurityPrivilege
circlass,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\services,,None,Consumer IR Devices,Manual,KernelDriver,2010-11-21 03:58:15.6647450,2009-07-14 04:49:01.5835883,Extended Base,\SystemRoot\system32\drivers\circlass.sys,,
CLFS,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\services,"@%SystemRoot%\system32\clfs.sys,-101",None,"@%SystemRoot%\system32\clfs.sys,-100",Boot,KernelDriver,2025-03-10 05:59:07.5312000,2009-07-14 04:53:25.2812172,Filter,System32\CLFS.sys,,
clr_optimization_v2.0.50727_32,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\services,Microsoft .NET Framework NGEN,None,Microsoft .NET Framework NGEN v2.0.50727_X86,Disabled,Win32OwnProcess,2025-03-10 06:02:46.2927995,,,%systemroot%\Microsoft.NET\Framework\v2.0.50727\mscorsvw.exe,,SeCreateGlobalPrivilege SeChangeNotifyPrivilege SeIncreaseBasePriorityPrivilege SeIncreaseQuotaPrivilege
clr_optimization_v2.0.50727_64,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\services,Microsoft .NET Framework NGEN,None,Microsoft .NET Framework NGEN v2.0.50727_X64,Disabled,Win32OwnProcess,2025-03-10 06:02:46.2867991,,,%systemroot%\Microsoft.NET\Framework64\v2.0.50727\mscorsvw.exe,,SeCreateGlobalPrivilege SeChangeNotifyPrivilege SeIncreaseBasePriorityPrivilege SeIncreaseQuotaPrivilege
clr_optimization_v4.0.30319_32,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\services,Microsoft .NET Framework NGEN,None,Microsoft .NET Framework NGEN v4.0.30319_X86,Automatic,Win32OwnProcess,2025-03-10 06:02:54.4052635,,,C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe,,SeCreateGlobalPrivilege SeChangeNotifyPrivilege SeIncreaseBasePriorityPrivilege SeIncreaseQuotaPrivilege SeTcbPrivilege SeAssignPrimaryTokenPrivilege SeShutdownPrivilege
clr_optimization_v4.0.30319_64,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\services,Microsoft .NET Framework NGEN,None,Microsoft .NET Framework NGEN v4.0.30319_X64,Automatic,Win32OwnProcess,2025-03-10 06:02:54.4112638,,,C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe,,SeCreateGlobalPrivilege SeChangeNotifyPrivilege SeIncreaseBasePriorityPrivilege SeIncreaseQuotaPrivilege SeTcbPrivilege SeAssignPrimaryTokenPrivilege SeShutdownPrivilege
CmBatt,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\services,,None,Microsoft AC Adapter Driver,Manual,KernelDriver,2025-03-10 05:59:08.2020012,,,system32\DRIVERS\CmBatt.sys,,
cmdide,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\services,,None,,Manual,KernelDriver,2025-02-05 01:01:10.0560414,,System Bus Extender,\SystemRoot\system32\drivers\cmdide.sys,,
CNG,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\services,,None,,Boot,KernelDriver,2025-03-10 05:59:07.5312000,,Base,System32\Drivers\cng.sys,,
Compbatt,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\services,,None,Microsoft Composite Battery Driver,Boot,KernelDriver,2025-03-10 05:59:07.5312000,,System Bus Extender,system32\DRIVERS\compbatt.sys,,
CompositeBus,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\services,,None,Composite Bus Enumerator Driver,Manual,KernelDriver,2025-03-10 05:59:07.5312000,,Extended Base,system32\DRIVERS\CompositeBus.sys,,
COMSysApp,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\services,"@comres.dll,-948",None,"@comres.dll,-947",Manual,Win32OwnProcess,2009-07-14 04:49:01.5835883,,,%SystemRoot%\system32\dllhost.exe /Processid:{02D4B3F1-FD88-11D1-960D-00805FC79235},,SeAssignPrimaryTokenPrivilege SeAuditPrivilege SeChangeNotifyPrivilege SeCreateGlobalPrivilege SeDebugPrivilege SeImpersonatePrivilege SeIncreaseQuotaPrivilege
crcdisk,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\services,,None,Crcdisk Filter Driver,Disabled,KernelDriver,2010-11-21 03:57:59.4719165,,Pnp Filter,\SystemRoot\system32\drivers\crcdisk.sys,,
crypt32,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\services,,None,,Disabled,Adapter,2009-07-14 04:49:01.5835883,,,,,
CryptSvc,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\services,"@%SystemRoot%\system32\cryptsvc.dll,-1002",None,"@%SystemRoot%\system32\cryptsvc.dll,-1001",Automatic,Win32ShareProcess,2009-07-14 04:49:01.5835883,2009-07-14 04:49:01.5835883,,%SystemRoot%\system32\svchost.exe -k NetworkService,%SystemRoot%\system32\cryptsvc.dll,SeChangeNotifyPrivilege SeCreateGlobalPrivilege SeImpersonatePrivilege
CSC,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\services,"@%systemroot%\system32\cscsvc.dll,-203",None,"@%systemroot%\system32\cscsvc.dll,-202",System,KernelDriver,2025-03-10 05:59:07.5312000,2025-02-05 01:01:10.2588417,network,system32\drivers\csc.sys,,
CscService,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\services,"@%systemroot%\system32\cscsvc.dll,-201",None,"@%systemroot%\system32\cscsvc.dll,-200",Automatic,Win32ShareProcess,2011-04-12 08:29:05.6854273,2011-04-12 08:28:45.9952813,ProfSvc_Group,%SystemRoot%\System32\svchost.exe -k LocalSystemNetworkRestricted,%SystemRoot%\System32\cscsvc.dll,SeTcbPrivilege SeImpersonatePrivilege SeIncreaseBasePriorityPrivilege
DCLocator,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\services,,None,,Disabled,Adapter,2009-07-14 04:49:01.5835883,,,,,
DcomLaunch,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\services,"@oleres.dll,-5013",None,"@oleres.dll,-5012",Automatic,Win32ShareProcess,2009-07-14 04:49:01.5835883,2009-07-14 02:34:41.5341214,COM Infrastructure,%SystemRoot%\system32\svchost.exe -k DcomLaunch,%SystemRoot%\system32\rpcss.dll,SeAssignPrimaryTokenPrivilege SeAuditPrivilege SeChangeNotifyPrivilege SeCreateGlobalPrivilege SeDebugPrivilege SeImpersonatePrivilege SeIncreaseQuotaPrivilege SeTcbPrivilege SeBackupPrivilege SeRestorePrivilege
defragsvc,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\services,"@%SystemRoot%\system32\defragsvc.dll,-102",None,"@%SystemRoot%\system32\defragsvc.dll,-101",Manual,Win32OwnProcess,2009-07-14 04:49:01.5835883,2009-07-14 04:54:25.8405236,,%SystemRoot%\system32\svchost.exe -k defragsvc,%Systemroot%\System32\defragsvc.dll,SeChangeNotifyPrivilege SeImpersonatePrivilege SeIncreaseWorkingSetPrivilege SeTcbPrivilege SeSystemProfilePrivilege SeAuditPrivilege SeCreateGlobalPrivilege SeBackupPrivilege SeManageVolumePrivilege
DfsC,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\services,"@%systemroot%\system32\drivers\dfsc.sys,-102",None,"@%systemroot%\system32\drivers\dfsc.sys,-101",System,FileSystemDriver,2025-03-10 05:59:07.5312000,,Network,System32\Drivers\dfsc.sys,,
